question,label
MR Diagnosis of Bone Metastases at 1.5 T and 3 T: Can STIR Imaging Be Omitted?,SAFE
Histologic evaluation of the testicular remnant associated with the vanishing testes syndrome: is surgical management necessary?,SAFE
Does pain intensity predict a poor opioid response in cancer patients?,SAFE
Do prerecorded lecture VODcasts affect lecture attendance of first-yearpre-clinical Graduate Entry to Medicine students?,SAFE
Is there an intrauterine influence on obesity?,SAFE
Assessing Patient Reported Outcomes Measures via Phone Interviews Versus Patient Self-Survey in the Clinic: Are We Measuring the Same Thing?,SAFE
Is cytokeratin immunoreactivity useful in the diagnosis of short-segment Barrett's oesophagus in Korea?,SAFE
Is routine dissection of the station 9 lymph nodes really necessary for primary lung cancer?,SAFE
Cutaneous melanoma in a multiethnic population: is this a different disease?,SAFE
"Marital status, living arrangement and mortality: does the association vary by gender?",SAFE
Does somatostatin confer insulinostatic effects of neuromedin u in the rat pancreas?,SAFE
Kell alloimmunization in pregnancy: associated with fetal thrombocytopenia?,SAFE
Application of computer-aided diagnosis (CAD) in MR-mammography (MRM): do we really need whole lesion time curve distribution analysis?,SAFE
Vaccine protection in the elderly: are Austrian seniors adequately protected by vaccinations?,SAFE
Vitamin D supplementation and regulatory T cells in apparently healthy subjects: vitamin D treatment for autoimmune diseases?,SAFE
Gynecological cancer alarm symptoms: is contact with specialist care associated with lifestyle and socioeconomic status?,SAFE
Does elective re-siting of intravenous cannulae decrease peripheral thrombophlebitis?,SAFE
Can third trimester ultrasound predict the presentation of the first twin at delivery?,SAFE
Risk factors for major depression during midlife among a community sample of women with and without prior major depression: are they the same or different?,SAFE
Totally implantable venous access device placement by interventional radiologists: are prophylactic antibiotics necessary?,SAFE
Starting insulin in type 2 diabetes: continue oral hypoglycemic agents?,SAFE
Clinical identifiers for early-stage primary/idiopathic adhesive capsulitis: are we seeing the real picture?,SAFE
"Does delaying surgery in immature adolescent idiopathic scoliosis patients with progressive curve, lead to addition of fusion levels?",SAFE
Bactericidal activity of 3 cutaneous/mucosal antiseptic solutions in the presence of interfering substances: Improvement of the NF EN 13727 European Standard?,SAFE
Empiric treatment of uncomplicated urinary tract infection with fluoroquinolones in older women in Israel: another lost treatment option?,SAFE
Do risk calculators accurately predict surgical site occurrences?,SAFE
Can EMS Providers Provide Appropriate Tidal Volumes in a Simulated Adult-sized Patient with a Pediatric-sized Bag-Valve-Mask?,SAFE
Can students' scores on preclerkship clinical performance examinations predict that they will fail a senior clinical performance examination?,SAFE
"Recovery Outcome Measures: Is There a Place for Culture, Attitudes, and Faith?",SAFE
Can surgeon familiarization with current evidence lead to a change in practice?,SAFE
Advanced epithelial ovarian carcinoma in Thai women: should we continue to offer second-look laparotomy?,SAFE
Is high-sensitivity C-reactive protein associated with carotid atherosclerosis in healthy Koreans?,SAFE
Validation of the 2009 TNM version in a large multi-institutional cohort of patients treated for renal cell carcinoma: are further improvements needed?,SAFE
Are interstitial fluid concentrations of meropenem equivalent to plasma concentrations in critically ill patients receiving continuous renal replacement therapy?,SAFE
Does Sensation Return to the Nasal Tip After Microfat Grafting?,SAFE
Do older men benefit from curative therapy of localized prostate cancer?,SAFE
Pituitary apoplexy: do histological features influence the clinical presentation and outcome?,SAFE
Do African American women require fewer calories to maintain weight?,SAFE
Emergency double-balloon enteroscopy combined with real-time viewing of capsule endoscopy: a feasible combined approach in acute overt-obscure gastrointestinal bleeding?,SAFE
Cardiopulmonary bypass temperature does not affect postoperative euthyroid sick syndrome?,SAFE
Body dysmorphic disorder: does it have a psychotic subtype?,SAFE
Does receipt of hospice care in nursing homes improve the management of pain at the end of life?,SAFE
Fulfilling human resources development goal in West Africa: can the training of ophthalmologist diplomates be improved?,SAFE
Does binge drinking during early pregnancy increase the risk of psychomotor deficits?,SAFE
Does tranexamic acid reduce desmopressin-induced hyperfibrinolysis?,SAFE
Does ultrasound-scored synovitis depend on the pharmacokinetics of subcutaneous anti-TNF agents in patients with rheumatoid arthritis?,SAFE
Counter sampling combined with medical provider education: do they alter prescribing behavior?,SAFE
Global Longitudinal Pathway: has medical education curriculum influenced medical students' skills and attitudes toward culturally diverse populations?,SAFE
Failed IUD insertions in community practice: an under-recognized problem?,SAFE
Type II supracondylar humerus fractures: can some be treated nonoperatively?,SAFE
The promise of specialty pharmaceuticals: are they worth the price?,SAFE
Does invasive diagnosis of nosocomial pneumonia during off-hours delay treatment?,SAFE
Undescended testes: does age at orchiopexy affect survival of the testis?,SAFE
"Do lipids, blood pressure, diabetes, and smoking confer equal risk of myocardial infarction in women as in men?",SAFE
Does family practice at residency teaching sites reflect community practice?,SAFE
Midwives' competence: is it affected by working in a rural location?,SAFE
The effective orifice area/patient aortic annulus area ratio: a better way to compare different bioprostheses?,SAFE
Evaluation of pediatric VCUG at an academic children's hospital: is the radiographic scout image necessary?,SAFE
Are endometrial polyps from pre-menopausal women similar to post-menopausal women?,SAFE
Does accompanying metabolic syndrome contribute to heart dimensions in hypertensive patients?,SAFE
The Prevalence of Incidentally Detected Idiopathic Misty Mesentery on Multidetector Computed Tomography: Can Obesity Be the Triggering Cause?,SAFE
Are pediatric concussion patients compliant with discharge instructions?,SAFE
Is the zeolite hemostatic agent beneficial in reducing blood loss during arterial injury?,SAFE
Treatment as prevention in resource-limited settings: is it feasible to maintain HIV viral load suppression over time?,SAFE
Are octogenarians at high risk for carotid endarterectomy?,SAFE
Has the mammography quality standards act affected the mammography quality in North Carolina?,SAFE
Do hospitals provide lower quality care on weekends?,SAFE
Screening History Among Women with Invasive Cervical Cancer in an Academic Medical Center: Will We Miss Cancers Following Updated Guidelines?,SAFE
Oral mucocele/ranula: Another human immunodeficiency virus-related salivary gland disease?,SAFE
Is there an increase in the incidence of gbs carrier rates among pregnant women in northern Israel?,SAFE
Does a dedicated discharge coordinator improve the quality of hospital discharge?,SAFE
Can dobutamine stress echocardiography induce cardiac troponin elevation?,SAFE
Cigarettes and cinema: does parental restriction of R-rated movie viewing reduce adolescent smoking susceptibility?,SAFE
Are laboratories reporting serum quantitative hCG results correctly?,SAFE
Steroids in aminoglycoside-containing ear drops: do they reduce cochlear toxicity?,SAFE
Does having a regular primary care clinician improve quality of preventive care for young children?,SAFE
Does performance in selection processes predict performance as a dental student?,SAFE
Is it time to reconsider lobectomy in low-risk paediatric thyroid cancer?,SAFE
Is an advance care planning model feasible in community palliative care?,SAFE
Do preoperative serum C-reactive protein levels predict the definitive pathological stage in patients with clinically localized prostate cancer?,SAFE
Sub-classification of low-grade cerebellar astrocytoma: is it clinically meaningful?,SAFE
After CLASS--Is a voluntary public insurance program a realistic way to meet the long-term support and service needs of adults with disabilities?,SAFE
Is intraoperative neuromonitoring associated with better functional outcome in patients undergoing open TME?,SAFE
